Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
E0,22/08/05,Crystal Palace,Arsenal,0,2,A,0,1,A,11,11,3,3,16,11,3,5,1,2,0,0
E0,22/08/06,Fulham,Liverpool,2,2,D,1,0,H,10,12,4,4,7,9,4,4,2,0,0,0
E0,22/08/06,Bournemouth,Aston Villa,2,0,H,1,0,H,6,10,4,2,18,16,5,5,3,3,0,0
E0,22/08/06,Leeds,Wolves,2,1,H,1,1,D,14,16,4,7,13,9,6,4,2,0,0,0
E0,22/08/06,Newcastle,Nottingham Forest,2,0,H,0,0,D,24,6,10,2,9,14,11,1,0,3,0,0
E0,22/08/06,Tottenham,Southampton,4,1,H,2,1,H,15,8,9,3,11,6,10,2,3,0,0,0
E0,22/08/06,Everton,Chelsea,0,1,A,0,1,A,9,16,5,7,14,11,4,16,3,2,0,0
E0,22/08/07,Leicester,Brentford,2,2,D,1,0,H,15,10,3,5,6,5,5,6,0,0,0,0
E0,22/08/07,Man United,Brighton,1,2,A,0,2,A,18,16,6,5,7,12,6,2,4,1,0,0
E0,22/08/07,West Ham,Man City,0,2,A,0,1,A,7,15,2,3,8,4,1,4,0,1,0,0
E0,22/08/13,Aston Villa,Everton,2,1,H,1,0,H,13,16,5,5,9,7,5,8,4,1,0,0
E0,22/08/13,Arsenal,Leicester,4,2,H,2,0,H,20,8,8,4,15,9,6,2,1,1,0,0
E0,22/08/13,Brighton,Newcastle,0,0,D,0,0,D,14,6,6,2,8,6,7,3,2,3,0,0
E0,22/08/13,Man City,Bournemouth,4,0,H,3,0,H,21,4,9,2,9,8,11,1,0,3,0,0
E0,22/08/13,Southampton,Leeds,2,2,D,0,0,D,16,12,5,6,10,12,2,5,1,3,0,0
E0,22/08/13,Wolves,Fulham,0,0,D,0,0,D,27,10,3,0,7,14,5,3,3,3,0,0
E0,22/08/13,Brentford,Man United,4,0,H,4,0,H,14,16,8,5,6,15,8,2,0,4,0,0
E0,22/08/14,Nottingham Forest,West Ham,0,0,D,0,0,D,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
E0,22/08/14,Chelsea,Tottenham,0,0,D,0,0,D,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
E0,22/08/15,Liverpool,Crystal Palace,0,0,D,0,0,D,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
E0,22/08/20,Tottenham,Wolves,0,0,D,0,0,D,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
E0,22/08/20,Crystal Palace,Aston Villa,0,0,D,0,0,D,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
E0,22/08/20,Everton,Nottingham Forest,0,0,D,0,0,D,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
E0,22/08/20,Fulham,Brentford,0,0,D,0,0,D,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
E0,22/08/20,Leicester,Southampton,0,0,D,0,0,D,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
E0,22/08/20,Bournemouth,Arsenal,0,0,D,0,0,D,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
E0,22/08/21,Leeds,Chelsea,0,0,D,0,0,D,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
E0,22/08/21,West Ham,Brighton,0,0,D,0,0,D,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
E0,22/08/21,Newcastle,Man City,0,0,D,0,0,D,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
E0,22/08/22,Man United,Liverpool,0,0,D,0,0,D,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
