Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
SP1,20/12/20,Granada,Betis,2,0,H,2,0,H,12,15,5,2,22,16,1,10,3,4,0,0
SP1,20/12/20,Cadiz,Getafe,0,2,A,0,1,A,10,7,2,5,8,23,2,4,2,7,0,0
SP1,20/12/20,Eibar,Real Madrid,1,3,A,1,2,A,10,14,3,7,11,7,4,4,1,0,0,0
SP1,20/12/22,Valencia,Sevilla,0,1,A,0,0,D,13,19,5,4,11,19,3,5,3,2,0,0
SP1,20/12/22,Elche,Osasuna,2,2,D,0,1,A,8,15,3,6,7,14,4,4,1,1,0,1
SP1,20/12/22,Huesca,Levante,1,1,D,1,0,H,13,9,2,2,11,16,10,3,2,3,0,0
SP1,20/12/22,Sociedad,Ath Madrid,0,2,A,0,0,D,7,11,2,5,21,18,5,5,3,3,0,0
SP1,20/12/22,Valladolid,Barcelona,0,3,A,0,2,A,12,20,6,11,12,9,4,5,1,2,0,0
SP1,20/12/22,Villarreal,Ath Bilbao,1,1,D,0,1,A,19,11,7,5,11,18,6,4,1,1,0,0
SP1,20/12/23,Getafe,Celta,1,1,D,1,1,D,6,4,3,2,16,15,1,4,3,3,0,0
SP1,20/12/23,Real Madrid,Granada,2,0,H,0,0,D,22,10,7,3,13,11,8,1,2,1,0,0
SP1,20/12/23,Alaves,Eibar,2,1,H,2,1,H,13,9,4,5,11,14,2,7,4,2,0,0
SP1,20/12/23,Betis,Cadiz,1,0,H,0,0,D,7,5,2,2,18,10,5,5,1,1,0,0
SP1,20/12/29,Sevilla,Villarreal,2,0,H,1,0,H,10,8,4,4,13,14,4,7,1,4,0,0
SP1,20/12/29,Barcelona,Eibar,1,1,D,0,0,D,18,10,6,4,6,14,5,7,0,2,0,0
SP1,20/12/29,Cadiz,Valladolid,0,0,D,0,0,D,8,9,4,3,15,17,1,6,3,2,0,0
SP1,20/12/29,Levante,Betis,4,3,H,3,1,H,10,18,6,8,7,13,3,6,3,2,1,0
SP1,20/12/30,Granada,Valencia,2,1,H,1,1,D,22,17,6,7,17,13,6,6,4,3,1,2
SP1,20/12/30,Ath Madrid,Getafe,1,0,H,1,0,H,11,12,4,4,10,12,5,2,2,3,0,0
SP1,20/12/30,Celta,Huesca,2,1,H,1,0,H,15,16,7,6,17,7,0,5,2,0,0,0
SP1,20/12/30,Elche,Real Madrid,1,1,D,0,1,A,7,14,4,5,9,18,2,3,1,4,0,0
SP1,20/12/31,Ath Bilbao,Sociedad,0,1,A,0,1,A,5,12,0,4,24,18,2,4,5,4,0,0
SP1,20/12/31,Osasuna,Alaves,1,1,D,0,0,D,10,15,4,2,10,9,5,4,3,4,1,0
SP1,21/01/02,Villarreal,Levante,2,1,H,1,0,H,12,10,8,3,11,10,3,5,1,1,0,0
SP1,21/01/02,Betis,Sevilla,1,1,D,0,0,D,16,7,3,3,15,18,2,1,5,2,0,0
SP1,21/01/02,Getafe,Valladolid,0,1,A,0,1,A,13,11,6,4,14,14,5,9,3,2,0,0
SP1,21/01/02,Real Madrid,Celta,2,0,H,1,0,H,10,8,3,2,12,13,1,5,4,2,0,0
SP1,21/01/03,Ath Bilbao,Elche,1,0,H,1,0,H,13,6,3,2,13,12,5,4,2,1,0,0
SP1,21/01/03,Alaves,Ath Madrid,1,2,A,0,1,A,4,12,2,5,13,12,1,5,0,2,1,0
SP1,21/01/03,Eibar,Granada,2,0,H,0,0,D,14,7,6,4,13,9,4,2,2,1,0,0
SP1,21/01/03,Sociedad,Osasuna,1,1,D,0,1,A,8,7,3,2,13,7,7,2,1,1,0,0
SP1,21/01/03,Huesca,Barcelona,0,1,A,0,1,A,8,20,5,6,12,11,2,6,1,0,0,0
SP1,21/01/04,Valencia,Cadiz,1,1,D,0,0,D,11,10,4,3,12,18,9,7,2,2,0,0
SP1,21/01/06,Ath Bilbao,Barcelona,2,3,A,1,2,A,10,11,5,6,10,6,3,4,2,1,0,0
SP1,21/01/08,Celta,Villarreal,0,4,A,0,4,A,8,18,4,8,15,18,3,4,1,0,0,0
SP1,21/01/09,Sevilla,Sociedad,3,2,H,2,2,D,13,11,8,4,8,18,2,9,0,3,0,0
SP1,21/01/09,Granada,Barcelona,0,4,A,0,3,A,10,15,6,5,16,4,4,1,2,3,1,0
SP1,21/01/09,Osasuna,Real Madrid,0,0,D,0,0,D,5,11,2,6,10,2,2,4,0,0,0,0
SP1,21/01/10,Levante,Eibar,2,1,H,0,0,D,5,16,3,4,10,7,4,9,2,0,0,0
SP1,21/01/10,Cadiz,Alaves,3,1,H,1,1,D,11,5,8,2,17,12,4,1,1,3,0,1
SP1,21/01/10,Valladolid,Valencia,0,1,A,0,0,D,12,18,6,6,14,14,0,4,2,3,0,0
SP1,21/01/11,Elche,Getafe,1,3,A,1,1,D,7,11,4,7,14,16,1,7,3,2,1,0
SP1,21/01/11,Huesca,Betis,0,2,A,0,0,D,9,12,3,5,13,11,3,6,2,1,0,1
SP1,21/01/12,Granada,Osasuna,2,0,H,2,0,H,11,15,4,4,16,17,4,4,1,4,0,0
SP1,21/01/12,Ath Madrid,Sevilla,2,0,H,1,0,H,6,13,5,2,11,9,3,12,2,0,0,0
SP1,21/01/19,Cadiz,Levante,2,2,D,2,2,D,8,8,3,5,14,12,5,2,3,1,0,0
SP1,21/01/19,Valladolid,Elche,2,2,D,0,2,A,14,9,5,4,13,19,4,5,1,3,1,0
SP1,21/01/19,Alaves,Sevilla,1,2,A,1,2,A,13,10,4,5,16,13,3,2,3,3,0,0
SP1,21/01/20,Getafe,Huesca,1,0,H,0,0,D,12,15,6,3,15,14,3,8,2,3,0,0
SP1,21/01/20,Betis,Celta,2,1,H,2,1,H,13,11,5,5,10,16,5,6,2,3,0,0
SP1,21/01/20,Villarreal,Granada,2,2,D,1,1,D,8,4,3,3,13,7,3,0,2,4,0,1
SP1,21/01/21,Valencia,Osasuna,1,1,D,0,1,A,14,14,4,5,6,15,9,4,1,3,0,0
SP1,21/01/21,Eibar,Ath Madrid,1,2,A,1,1,D,13,10,4,5,24,9,3,3,3,2,0,0
SP1,21/01/22,Levante,Valladolid,2,2,D,0,0,D,11,9,4,4,15,12,8,2,0,1,0,0
SP1,21/01/23,Huesca,Villarreal,0,0,D,0,0,D,6,8,2,3,9,11,1,2,3,1,0,0
SP1,21/01/23,Sevilla,Cadiz,3,0,H,2,0,H,18,9,7,4,10,6,7,6,1,3,0,0
SP1,21/01/23,Sociedad,Betis,2,2,D,0,0,D,13,7,7,4,5,8,8,3,2,2,0,0
SP1,21/01/23,Alaves,Real Madrid,1,4,A,0,3,A,13,10,3,7,17,11,4,4,5,3,0,0
SP1,21/01/24,Osasuna,Granada,3,1,H,2,0,H,9,11,5,2,18,15,1,5,4,3,1,0
SP1,21/01/24,Elche,Barcelona,0,2,A,0,1,A,5,17,3,9,15,9,0,7,0,2,0,0
SP1,21/01/24,Celta,Eibar,1,1,D,1,0,H,11,10,5,3,10,16,0,6,4,3,0,0
SP1,21/01/24,Ath Madrid,Valencia,3,1,H,1,1,D,17,11,7,5,11,14,7,7,2,0,0,0
SP1,21/01/25,Ath Bilbao,Getafe,5,1,H,1,1,D,10,6,7,2,14,22,4,4,4,4,0,0
SP1,21/01/29,Valladolid,Huesca,1,3,A,0,1,A,15,12,5,6,12,12,6,7,2,2,0,0
SP1,21/01/30,Eibar,Sevilla,0,2,A,0,1,A,15,8,5,5,9,12,6,2,4,3,0,0
SP1,21/01/30,Real Madrid,Levante,1,2,A,1,1,D,7,10,4,7,8,21,3,7,1,2,1,0
SP1,21/01/30,Valencia,Elche,1,0,H,1,0,H,14,10,5,2,19,16,4,10,1,7,0,0
SP1,21/01/30,Villarreal,Sociedad,1,1,D,1,0,H,4,11,3,5,11,17,1,7,1,3,0,0
SP1,21/01/31,Getafe,Alaves,0,0,D,0,0,D,5,3,2,2,19,19,5,2,3,3,0,0
SP1,21/01/31,Cadiz,Ath Madrid,2,4,A,1,2,A,12,10,6,5,7,7,2,2,1,5,0,0
SP1,21/01/31,Granada,Celta,0,0,D,0,0,D,9,8,4,2,15,20,6,5,2,4,0,0
SP1,21/01/31,Barcelona,Ath Bilbao,2,1,H,1,0,H,12,6,6,2,12,20,7,3,2,3,0,0
SP1,21/02/01,Betis,Osasuna,1,0,H,0,0,D,10,16,4,5,12,7,3,4,1,1,0,0
SP1,21/02/05,Alaves,Valladolid,1,0,H,0,0,D,19,4,7,2,9,12,11,1,4,4,0,0
SP1,21/02/06,Levante,Granada,2,2,D,1,1,D,12,13,7,6,12,15,6,2,1,3,0,0
SP1,21/02/06,Huesca,Real Madrid,1,2,A,0,0,D,13,18,3,7,14,7,3,9,2,1,0,0
SP1,21/02/06,Elche,Villarreal,2,2,D,0,2,A,9,11,4,5,14,5,4,2,1,2,0,0
SP1,21/02/06,Sevilla,Getafe,3,0,H,0,0,D,17,5,6,0,10,10,3,1,1,4,0,1
SP1,21/02/07,Sociedad,Cadiz,4,1,H,2,0,H,16,3,5,2,8,7,5,1,0,2,0,1
SP1,21/02/07,Ath Bilbao,Valencia,1,1,D,1,0,H,14,16,3,3,9,7,6,6,2,1,0,0
SP1,21/02/07,Osasuna,Eibar,2,1,H,1,1,D,13,13,5,4,10,12,2,1,0,0,0,0
SP1,21/02/07,Betis,Barcelona,2,3,A,1,0,H,10,13,7,5,21,8,3,5,1,3,0,0
SP1,21/02/08,Ath Madrid,Celta,2,2,D,1,1,D,12,8,4,3,11,17,1,4,2,2,0,0
SP1,21/02/09,Real Madrid,Getafe,2,0,H,0,0,D,16,2,7,0,8,16,8,1,1,1,0,0
SP1,21/02/12,Celta,Elche,3,1,H,2,0,H,10,8,7,3,13,16,3,6,3,2,0,0
SP1,21/02/13,Granada,Ath Madrid,1,2,A,0,0,D,4,8,2,6,14,20,7,3,0,5,0,0
SP1,21/02/13,Sevilla,Huesca,1,0,H,0,0,D,16,9,6,5,14,15,6,6,3,4,0,0
SP1,21/02/13,Eibar,Valladolid,1,1,D,1,1,D,10,6,2,2,14,12,7,3,2,3,0,0
SP1,21/02/13,Barcelona,Alaves,5,1,H,2,0,H,17,7,8,3,6,12,5,4,0,2,0,0
SP1,21/02/14,Getafe,Sociedad,0,1,A,0,1,A,6,4,0,4,20,18,2,5,3,3,0,0
SP1,21/02/14,Real Madrid,Valencia,2,0,H,2,0,H,18,5,9,2,12,11,6,1,0,3,0,0
SP1,21/02/14,Levante,Osasuna,0,1,A,0,0,D,13,9,5,4,12,9,2,1,1,2,0,0
SP1,21/02/14,Villarreal,Betis,1,2,A,0,1,A,9,16,6,5,19,10,7,3,3,2,0,0
SP1,21/02/15,Cadiz,Ath Bilbao,0,4,A,0,3,A,13,13,3,8,15,14,5,8,3,2,0,0
SP1,21/02/17,Levante,Ath Madrid,1,1,D,1,1,D,8,17,5,8,10,11,1,8,1,3,0,0
SP1,21/02/19,Betis,Getafe,1,0,H,0,0,D,12,6,5,2,17,16,5,2,4,4,1,0
SP1,21/02/20,Elche,Eibar,1,0,H,1,0,H,6,14,2,5,15,7,1,4,2,1,0,0
SP1,21/02/20,Ath Madrid,Levante,0,2,A,0,1,A,25,6,11,3,10,15,12,2,2,3,0,0
SP1,21/02/20,Valencia,Celta,2,0,H,0,0,D,7,3,3,2,7,17,6,1,2,3,0,1
SP1,21/02/20,Valladolid,Real Madrid,0,1,A,0,0,D,7,11,6,4,13,11,4,5,4,2,0,0
SP1,21/02/21,Barcelona,Cadiz,1,1,D,1,0,H,22,5,8,2,11,8,8,0,0,2,0,0
SP1,21/02/21,Sociedad,Alaves,4,0,H,1,0,H,10,8,5,3,16,15,4,3,3,2,0,0
SP1,21/02/21,Huesca,Granada,3,2,H,3,1,H,18,9,8,6,14,12,5,2,3,3,0,1
SP1,21/02/21,Ath Bilbao,Villarreal,1,1,D,1,1,D,19,3,8,2,11,11,6,0,2,2,0,0
SP1,21/02/22,Osasuna,Sevilla,0,2,A,0,1,A,8,10,0,5,14,15,3,5,2,2,0,0
SP1,21/02/24,Barcelona,Elche,3,0,H,0,0,D,11,7,7,2,6,6,6,3,0,0,0,0
SP1,21/02/26,Levante,Ath Bilbao,1,1,D,1,0,H,11,14,5,6,11,13,2,10,4,1,0,1
