Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
I1,22/08/13,Milan,Udinese,4,2,H,2,2,D,16,10,6,5,16,13,5,1,1,4,0,0
I1,22/08/13,Sampdoria,Atalanta,0,2,A,0,1,A,13,11,3,4,13,21,3,2,4,6,0,0
I1,22/08/13,Lecce,Inter,1,2,A,0,1,A,11,19,5,10,22,19,6,8,4,2,0,0
I1,22/08/13,Monza,Torino,1,2,A,0,1,A,17,12,5,6,6,17,2,7,1,2,0,0
I1,22/08/14,Fiorentina,Cremonese,0,0,D,0,0,D,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
I1,22/08/14,Lazio,Bologna,0,0,D,0,0,D,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
I1,22/08/14,Salernitana,Roma,0,0,D,0,0,D,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
I1,22/08/14,Spezia,Empoli,0,0,D,0,0,D,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
I1,22/08/15,Hellas Verona,Napoli,0,0,D,0,0,D,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
I1,22/08/15,Juventus,Sassuolo,0,0,D,0,0,D,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
I1,22/08/20,Torino,Lazio,0,0,D,0,0,D,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
I1,22/08/20,Udinese,Salernitana,0,0,D,0,0,D,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
I1,22/08/20,Inter,Spezia,0,0,D,0,0,D,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
I1,22/08/20,Sassuolo,Lecce,0,0,D,0,0,D,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
I1,22/08/21,Empoli,Fiorentina,0,0,D,0,0,D,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
I1,22/08/21,Napoli,Monza,0,0,D,0,0,D,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
I1,22/08/21,Atalanta,Milan,0,0,D,0,0,D,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
I1,22/08/21,Bologna,Hellas Verona,0,0,D,0,0,D,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
I1,22/08/22,Roma,Cremonese,0,0,D,0,0,D,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
